"","Sample_04","Sample_03","Sample_02","Sample_01"
"130",3611.87785205995,9933.30846889004,3038.96337307293,2262.37754409889
"131",38668.9091760016,46312.7298739827,56479.3735467289,74916.2734443525
"132",29700.0535217524,25077.4117291558,45262.7224337895,73836.4818285643
"133",2320.33055957774,18342.1854778291,1728.8466055291,479.942361359539
"134",32416.1104312238,44642.8454610432,39384.1589473778,51753.3010684354
"135",0,11.1524370564543,0,26.8098630217728
"136",42384.7723366964,43595.7764334396,46118.3451876574,46452.8134611618
"137",7061.03524771231,16451.990878995,4807.95010212778,5370.73022073559
"138",5.61934664486912,15.1620798766944,0,4.7979032267548
"139",0,0,0,0
"140",7901.23788210454,28964.3710451281,9351.23613969493,5437.84723883503
"141",0,0,0,0
"142",0,0,0,0
"143",10887.9335105998,12133.0756566208,10712.1009989562,19051.4804016858
"144",7884.52806590042,12491.6936205127,8940.77262364224,20125.3580997018
"145",0,0,0,0
"146",4466.78302195303,4456.53564017161,4743.68103211999,2259.65884226725
"147",14734.7662615304,11249.1171916434,9247.06953498373,4405.66912916484
"148",31248.052711059,5714.01493224648,28953.0567703283,33353.7535223574
"149",0,0,0,0
"150",29828.4495074069,36716.4509163616,46287.9922304892,53131.2869897189
"151",919.798184281356,1334.45356150792,4216.87959217477,2229.46858517705
"152",0,0,0,0
"153",0,0,0,0
"154",0,16.2620300069787,0,6.03485204143642
"155",0,0,0,0
"156",0,0,0,0
"157",0,0,0,0
"158",41281.3043990168,37196.1412805987,64177.1708418026,70003.9917066665
"159",171.339706315492,497.525647818065,455.64128447378,1272.35301800934
"160",4139.92990131545,11770.1950783278,3559.43404256372,4682.49081706938
"161",47455.4553930001,28743.482836181,67190.5142369958,61015.6756250564
"162",0,0,0,0
"163",0,0,0,0
"164",0,18.9458758751769,0,7.74879427783272
"165",0,0,0,0
"166",0,0,0,0
"167",0,0,0,0
"168",39223.2514523389,40227.2412072809,39958.7692839248,21397.4335050153
"169",44116.6075328293,51825.7212123644,55144.3762960622,78258.1960892243
"170",0,0,0,0
"171",1632.45130505801,1073.40920693221,2170.38818061741,1179.34460360046
"172",42993.2048914421,45731.8669043059,61330.3459061385,75242.0546493109
"173",1128.30657631628,1282.03990812466,884.808096329884,2586.01412393056
"174",32024.0911347207,33426.0637942836,50409.6634344542,51420.8679483196
"175",1179.44767320687,1508.15303954401,760.560127714553,2388.38803307831
"176",4462.65773691819,506.759348080432,3658.59044277157,9461.80183965872
"177",0,0,0,0
"178",0,0,0,0
"179",0,0,0,0
"180",2254.82881566517,9326.87273492453,1138.89198916589,1127.20192129992
"181",3722.79746011588,15121.7784646138,2012.48454202413,1864.36905710119
